bitscore,evalue,gapopen,identification,length,mismatch,pident,qend,qlen,qseqid,qstart,qtitle,send,slen,sseqid,sstart,stitle
25.0,4.2e-05,0,363131354,21,9,57.1,15,128,A00953:711:H3W2YDSX7:4:2427:13431:26944,77,A00953:711:H3W2YDSX7:4:2427:13431:26944,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131354,21,9,57.1,76,151,A00953:711:H3W2YDSX7:4:2516:7654:5541,14,A00953:711:H3W2YDSX7:4:2516:7654:5541,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131354,21,9,57.1,7,151,A00953:711:H3W2YDSX7:4:2628:5620:15734,69,A00953:711:H3W2YDSX7:4:2628:5620:15734,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,8.3e-05,0,363131354,20,8,60.0,150,151,A00953:711:H3W2YDSX7:4:2649:31006:8656,91,A00953:711:H3W2YDSX7:4:2649:31006:8656,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
40.8,1.39e-10,0,363132236,31,14,54.8,93,151,A00953:711:H3W2YDSX7:4:1206:8458:14638,1,A00953:711:H3W2YDSX7:4:1206:8458:14638,374,374,WP_003492354.1,344,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
40.8,1.39e-10,0,363132236,31,14,54.8,93,151,A00953:711:H3W2YDSX7:4:1206:10194:15734,1,A00953:711:H3W2YDSX7:4:1206:10194:15734,374,374,WP_003492354.1,344,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,0,363132236,31,15,51.6,1,151,A00953:711:H3W2YDSX7:4:1221:25491:31015,93,A00953:711:H3W2YDSX7:4:1221:25491:31015,46,374,WP_003492354.1,16,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.1,2.11e-11,0,363132236,31,15,51.6,147,151,A00953:711:H3W2YDSX7:4:1245:11478:26256,55,A00953:711:H3W2YDSX7:4:1245:11478:26256,46,374,WP_003492354.1,16,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.1,2.11e-11,2,363132236,49,23,49.0,5,151,A00953:711:H3W2YDSX7:4:1339:8178:10582,151,A00953:711:H3W2YDSX7:4:1339:8178:10582,305,374,WP_003492354.1,259,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
55.5,9.16e-16,0,363132236,44,19,56.8,7,151,A00953:711:H3W2YDSX7:4:1378:6433:23437,138,A00953:711:H3W2YDSX7:4:1378:6433:23437,275,374,WP_003492354.1,232,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
61.6,6e-18,0,363132236,48,22,54.2,145,151,A00953:711:H3W2YDSX7:4:1429:25753:30467,2,A00953:711:H3W2YDSX7:4:1429:25753:30467,268,374,WP_003492354.1,221,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.1,4.38e-12,0,363132236,37,18,51.4,112,151,A00953:711:H3W2YDSX7:4:1434:8965:33489,2,A00953:711:H3W2YDSX7:4:1434:8965:33489,374,374,WP_003492354.1,338,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
51.2,1.86e-14,0,363132236,37,16,56.8,115,121,A00953:711:H3W2YDSX7:4:1435:1723:16971,5,A00953:711:H3W2YDSX7:4:1435:1723:16971,343,374,WP_003492354.1,307,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
34.7,2.16e-08,0,363132236,27,13,51.9,2,151,A00953:711:H3W2YDSX7:4:1503:28022:1078,82,A00953:711:H3W2YDSX7:4:1503:28022:1078,368,374,WP_003492354.1,342,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
41.2,7.44e-11,0,363132236,40,20,50.0,12,131,A00953:711:H3W2YDSX7:4:1562:3649:25160,131,A00953:711:H3W2YDSX7:4:1562:3649:25160,174,374,WP_003492354.1,135,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
51.2,2.89e-14,0,363132236,41,20,51.2,1,151,A00953:711:H3W2YDSX7:4:1563:3134:30592,123,A00953:711:H3W2YDSX7:4:1563:3134:30592,56,374,WP_003492354.1,16,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.1,4.38e-12,0,363132236,37,18,51.4,112,151,A00953:711:H3W2YDSX7:4:1607:12581:12978,2,A00953:711:H3W2YDSX7:4:1607:12581:12978,374,374,WP_003492354.1,338,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
46.6,1.25e-12,0,363132236,48,24,50.0,1,151,A00953:711:H3W2YDSX7:4:1650:7464:29136,144,A00953:711:H3W2YDSX7:4:1650:7464:29136,174,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
58.9,5.2e-17,0,363132236,47,20,57.4,3,151,A00953:711:H3W2YDSX7:4:2110:29324:13322,143,A00953:711:H3W2YDSX7:4:2110:29324:13322,280,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.4,3.06e-12,2,363132236,48,21,52.1,3,151,A00953:711:H3W2YDSX7:4:2118:29966:30185,146,A00953:711:H3W2YDSX7:4:2118:29966:30185,301,374,WP_003492354.1,256,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.1,2.11e-11,0,363132236,31,15,51.6,7,151,A00953:711:H3W2YDSX7:4:2154:17463:19711,99,A00953:711:H3W2YDSX7:4:2154:17463:19711,46,374,WP_003492354.1,16,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.4,3.95e-11,0,363132236,42,20,52.4,2,151,A00953:711:H3W2YDSX7:4:2210:8567:23625,127,A00953:711:H3W2YDSX7:4:2210:8567:23625,168,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
56.2,4.89e-16,0,363132236,41,19,53.7,29,151,A00953:711:H3W2YDSX7:4:2258:20428:15859,151,A00953:711:H3W2YDSX7:4:2258:20428:15859,58,374,WP_003492354.1,18,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
49.3,1.33e-13,0,363132236,48,23,52.1,146,151,A00953:711:H3W2YDSX7:4:2311:11243:32236,3,A00953:711:H3W2YDSX7:4:2311:11243:32236,290,374,WP_003492354.1,243,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,0,363132236,39,21,46.2,35,151,A00953:711:H3W2YDSX7:4:2344:16866:16266,151,A00953:711:H3W2YDSX7:4:2344:16866:16266,272,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
44.7,6e-12,0,363132236,39,20,48.7,35,151,A00953:711:H3W2YDSX7:4:2344:16875:16282,151,A00953:711:H3W2YDSX7:4:2344:16875:16282,272,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
67.0,6.91e-20,0,363132236,49,21,57.1,3,151,A00953:711:H3W2YDSX7:4:2362:21341:1344,149,A00953:711:H3W2YDSX7:4:2362:21341:1344,370,374,WP_003492354.1,322,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.4,3.95e-11,0,363132236,36,18,50.0,44,151,A00953:711:H3W2YDSX7:4:2411:1633:24518,151,A00953:711:H3W2YDSX7:4:2411:1633:24518,374,374,WP_003492354.1,339,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.4,3.95e-11,0,363132236,46,25,45.7,8,151,A00953:711:H3W2YDSX7:4:2420:20048:31328,145,A00953:711:H3W2YDSX7:4:2420:20048:31328,180,374,WP_003492354.1,135,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
33.1,6.11e-08,0,363132236,33,17,48.5,104,138,A00953:711:H3W2YDSX7:4:2467:7202:36323,6,A00953:711:H3W2YDSX7:4:2467:7202:36323,285,374,WP_003492354.1,253,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
38.1,8.82e-10,0,363132236,31,14,54.8,16,126,A00953:711:H3W2YDSX7:4:2527:25500:16250,108,A00953:711:H3W2YDSX7:4:2527:25500:16250,179,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
30.8,4.88e-07,0,363132236,26,13,50.0,125,151,A00953:711:H3W2YDSX7:4:2547:18683:27492,48,A00953:711:H3W2YDSX7:4:2547:18683:27492,328,374,WP_003492354.1,303,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.0,2.61e-16,0,363132236,49,22,55.1,5,151,A00953:711:H3W2YDSX7:4:2559:31837:6277,151,A00953:711:H3W2YDSX7:4:2559:31837:6277,281,374,WP_003492354.1,233,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
32.3,1.1e-07,0,363132236,32,17,46.9,97,133,A00953:711:H3W2YDSX7:4:2610:22788:22733,2,A00953:711:H3W2YDSX7:4:2610:22788:22733,285,374,WP_003492354.1,254,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132236,19,9,52.6,8,151,A00953:711:H3W2YDSX7:4:2632:14895:27226,64,A00953:711:H3W2YDSX7:4:2632:14895:27226,321,374,WP_003492354.1,303,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
49.7,9.7e-14,0,363132236,46,22,52.2,12,151,A00953:711:H3W2YDSX7:4:2649:11505:7482,149,A00953:711:H3W2YDSX7:4:2649:11505:7482,281,374,WP_003492354.1,236,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
35.0,1.5e-08,0,363132236,32,15,53.1,9,151,A00953:711:H3W2YDSX7:4:1120:18502:22357,104,A00953:711:H3W2YDSX7:4:1120:18502:22357,180,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.8,3.95e-14,0,363132236,50,24,52.0,150,151,A00953:711:H3W2YDSX7:4:1133:19849:25003,1,A00953:711:H3W2YDSX7:4:1133:19849:25003,286,374,WP_003492354.1,237,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
28.1,4.71e-06,0,363132236,22,11,50.0,20,151,A00953:711:H3W2YDSX7:4:1138:5782:7968,85,A00953:711:H3W2YDSX7:4:1138:5782:7968,176,374,WP_003492354.1,155,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.8,3.79e-14,0,363132236,49,23,53.1,149,151,A00953:711:H3W2YDSX7:4:1147:23466:30389,3,A00953:711:H3W2YDSX7:4:1147:23466:30389,288,374,WP_003492354.1,240,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
30.8,5.1e-07,0,363132236,25,10,60.0,151,151,A00953:711:H3W2YDSX7:4:1234:17716:24690,77,A00953:711:H3W2YDSX7:4:1234:17716:24690,166,374,WP_003492354.1,142,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.8,3.79e-14,0,363132236,49,23,53.1,149,151,A00953:711:H3W2YDSX7:4:1249:23647:36746,3,A00953:711:H3W2YDSX7:4:1249:23647:36746,288,374,WP_003492354.1,240,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.8,2.24e-12,0,363132236,45,22,51.1,6,151,A00953:711:H3W2YDSX7:4:1362:9155:22952,140,A00953:711:H3W2YDSX7:4:1362:9155:22952,171,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
53.1,6.02e-15,0,363132236,47,24,48.9,4,151,A00953:711:H3W2YDSX7:4:1432:16830:34616,144,A00953:711:H3W2YDSX7:4:1432:16830:34616,94,374,WP_003492354.1,48,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
51.2,1.86e-14,0,363132236,37,16,56.8,7,121,A00953:711:H3W2YDSX7:4:1435:1723:16971,117,A00953:711:H3W2YDSX7:4:1435:1723:16971,343,374,WP_003492354.1,307,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
41.2,7.44e-11,0,363132236,40,20,50.0,120,131,A00953:711:H3W2YDSX7:4:1562:3649:25160,1,A00953:711:H3W2YDSX7:4:1562:3649:25160,174,374,WP_003492354.1,135,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
51.2,2.89e-14,1,363132236,49,23,51.0,147,151,A00953:711:H3W2YDSX7:4:1668:8205:13009,1,A00953:711:H3W2YDSX7:4:1668:8205:13009,303,374,WP_003492354.1,256,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
58.9,5.43e-17,0,363132236,48,25,47.9,147,151,A00953:711:H3W2YDSX7:4:2114:16414:27759,4,A00953:711:H3W2YDSX7:4:2114:16414:27759,64,374,WP_003492354.1,17,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
65.9,1.86e-19,0,363132236,48,22,54.2,7,151,A00953:711:H3W2YDSX7:4:2156:8205:23156,150,A00953:711:H3W2YDSX7:4:2156:8205:23156,83,374,WP_003492354.1,36,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
55.1,1.2e-15,0,363132236,49,23,53.1,149,151,A00953:711:H3W2YDSX7:4:2161:4752:2895,3,A00953:711:H3W2YDSX7:4:2161:4752:2895,281,374,WP_003492354.1,233,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.0,5.41e-11,0,363132236,41,21,48.8,8,151,A00953:711:H3W2YDSX7:4:2214:7319:20212,130,A00953:711:H3W2YDSX7:4:2214:7319:20212,272,374,WP_003492354.1,232,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
56.6,3.42e-16,0,363132236,47,22,53.2,3,151,A00953:711:H3W2YDSX7:4:2221:8052:5916,143,A00953:711:H3W2YDSX7:4:2221:8052:5916,267,374,WP_003492354.1,221,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.8,3.79e-14,0,363132236,49,23,53.1,149,151,A00953:711:H3W2YDSX7:4:2250:22471:6370,3,A00953:711:H3W2YDSX7:4:2250:22471:6370,288,374,WP_003492354.1,240,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.0,2.61e-16,0,363132236,43,20,53.5,151,151,A00953:711:H3W2YDSX7:4:2260:18304:9361,23,A00953:711:H3W2YDSX7:4:2260:18304:9361,58,374,WP_003492354.1,16,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
52.8,7.89e-15,0,363132236,48,23,52.1,146,151,A00953:711:H3W2YDSX7:4:2321:23258:10019,3,A00953:711:H3W2YDSX7:4:2321:23258:10019,280,374,WP_003492354.1,233,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
66.6,9.9e-20,0,363132236,49,21,57.1,151,151,A00953:711:H3W2YDSX7:4:2362:21341:1344,5,A00953:711:H3W2YDSX7:4:2362:21341:1344,370,374,WP_003492354.1,322,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
65.9,1.86e-19,0,363132236,48,22,54.2,7,151,A00953:711:H3W2YDSX7:4:2363:20934:17268,150,A00953:711:H3W2YDSX7:4:2363:20934:17268,83,374,WP_003492354.1,36,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.4,3.2e-12,0,363132236,48,25,47.9,145,151,A00953:711:H3W2YDSX7:4:2369:23393:35368,2,A00953:711:H3W2YDSX7:4:2369:23393:35368,296,374,WP_003492354.1,249,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
44.7,6e-12,0,363132236,38,19,50.0,115,151,A00953:711:H3W2YDSX7:4:2411:1633:24518,2,A00953:711:H3W2YDSX7:4:2411:1633:24518,374,374,WP_003492354.1,337,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
61.6,6e-18,0,363132236,50,26,48.0,2,151,A00953:711:H3W2YDSX7:4:2519:31222:21057,151,A00953:711:H3W2YDSX7:4:2519:31222:21057,362,374,WP_003492354.1,313,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
38.1,8.82e-10,0,363132236,31,14,54.8,111,126,A00953:711:H3W2YDSX7:4:2527:25500:16250,19,A00953:711:H3W2YDSX7:4:2527:25500:16250,179,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
35.8,8e-09,0,363132236,23,8,65.2,146,151,A00953:711:H3W2YDSX7:4:2529:19524:7122,78,A00953:711:H3W2YDSX7:4:2529:19524:7122,171,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
60.1,2.11e-17,0,363132236,50,26,48.0,150,151,A00953:711:H3W2YDSX7:4:2540:14543:29653,1,A00953:711:H3W2YDSX7:4:2540:14543:29653,357,374,WP_003492354.1,308,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
32.3,1.1e-07,0,363132236,32,17,46.9,37,133,A00953:711:H3W2YDSX7:4:2610:22788:22733,132,A00953:711:H3W2YDSX7:4:2610:22788:22733,285,374,WP_003492354.1,254,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.8,1.33e-16,0,363132236,44,17,61.4,134,151,A00953:711:H3W2YDSX7:4:2631:13096:15468,3,A00953:711:H3W2YDSX7:4:2631:13096:15468,276,374,WP_003492354.1,233,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
37.7,1.73e-09,0,363132236,36,18,50.0,151,151,A00953:711:H3W2YDSX7:4:2648:6831:15170,44,A00953:711:H3W2YDSX7:4:2648:6831:15170,162,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132081,21,9,57.1,72,149,A00953:711:H3W2YDSX7:4:1254:31015:1125,134,A00953:711:H3W2YDSX7:4:1254:31015:1125,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,0,363132081,43,21,51.2,130,151,A00953:711:H3W2YDSX7:4:1343:10700:24408,2,A00953:711:H3W2YDSX7:4:1343:10700:24408,296,374,WP_003492354.1,254,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,3.67e-05,0,363132081,21,9,57.1,89,142,A00953:711:H3W2YDSX7:4:1369:10031:13416,27,A00953:711:H3W2YDSX7:4:1369:10031:13416,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.4,3.2e-12,0,363132081,39,20,48.7,138,151,A00953:711:H3W2YDSX7:4:1412:24966:32957,22,A00953:711:H3W2YDSX7:4:1412:24966:32957,272,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363132081,21,9,57.1,54,151,A00953:711:H3W2YDSX7:4:1419:28122:26240,116,A00953:711:H3W2YDSX7:4:1419:28122:26240,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,8.34e-05,0,363132081,20,8,60.0,125,133,A00953:711:H3W2YDSX7:4:1638:22742:22153,66,A00953:711:H3W2YDSX7:4:1638:22742:22153,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
56.2,4.68e-16,1,363132081,48,22,52.1,143,151,A00953:711:H3W2YDSX7:4:2106:23050:27414,3,A00953:711:H3W2YDSX7:4:2106:23050:27414,60,374,WP_003492354.1,13,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
44.7,5.74e-12,0,363132081,37,18,51.4,113,151,A00953:711:H3W2YDSX7:4:2210:5421:15734,3,A00953:711:H3W2YDSX7:4:2210:5421:15734,374,374,WP_003492354.1,338,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.5,1.54e-11,0,363132081,39,20,48.7,23,151,A00953:711:H3W2YDSX7:4:2421:29315:12524,139,A00953:711:H3W2YDSX7:4:2421:29315:12524,272,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000109,0,363132081,20,8,60.0,9,151,A00953:711:H3W2YDSX7:4:2626:10004:26835,68,A00953:711:H3W2YDSX7:4:2626:10004:26835,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132081,21,9,57.1,78,149,A00953:711:H3W2YDSX7:4:1254:31015:1125,16,A00953:711:H3W2YDSX7:4:1254:31015:1125,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
58.5,7.12e-17,0,363132081,49,23,53.1,3,151,A00953:711:H3W2YDSX7:4:1304:6849:35806,149,A00953:711:H3W2YDSX7:4:1304:6849:35806,112,374,WP_003492354.1,64,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,3.67e-05,0,363132081,21,9,57.1,54,142,A00953:711:H3W2YDSX7:4:1369:10031:13416,116,A00953:711:H3W2YDSX7:4:1369:10031:13416,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132081,21,9,57.1,110,151,A00953:711:H3W2YDSX7:4:1419:28122:26240,48,A00953:711:H3W2YDSX7:4:1419:28122:26240,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.17e-05,1,363132081,27,11,48.1,134,151,A00953:711:H3W2YDSX7:4:1502:21368:7999,54,A00953:711:H3W2YDSX7:4:1502:21368:7999,225,374,WP_003492354.1,202,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
58.2,1.02e-16,0,363132081,49,24,51.0,4,151,A00953:711:H3W2YDSX7:4:1623:18421:9721,150,A00953:711:H3W2YDSX7:4:1623:18421:9721,141,374,WP_003492354.1,93,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
54.3,2.35e-15,0,363132081,49,25,49.0,4,151,A00953:711:H3W2YDSX7:4:1623:18774:9987,150,A00953:711:H3W2YDSX7:4:1623:18774:9987,141,374,WP_003492354.1,93,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,8.34e-05,0,363132081,20,8,60.0,9,133,A00953:711:H3W2YDSX7:4:1638:22742:22153,68,A00953:711:H3W2YDSX7:4:1638:22742:22153,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132081,21,9,57.1,11,151,A00953:711:H3W2YDSX7:4:2307:7636:8296,73,A00953:711:H3W2YDSX7:4:2307:7636:8296,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
41.6,7.41e-11,0,363132081,48,26,45.8,145,151,A00953:711:H3W2YDSX7:4:2618:1063:27633,2,A00953:711:H3W2YDSX7:4:2618:1063:27633,296,374,WP_003492354.1,249,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363132081,20,8,60.0,144,151,A00953:711:H3W2YDSX7:4:2626:10004:26835,85,A00953:711:H3W2YDSX7:4:2626:10004:26835,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,8.3e-05,0,363193391,21,9,57.1,136,151,A00953:711:H3W2YDSX7:4:1125:6668:24878,74,A00953:711:H3W2YDSX7:4:1125:6668:24878,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.01e-05,0,363193391,21,9,57.1,137,146,A00953:711:H3W2YDSX7:4:1341:25527:36965,75,A00953:711:H3W2YDSX7:4:1341:25527:36965,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,0,363193391,43,21,51.2,130,151,A00953:711:H3W2YDSX7:4:1341:20735:13416,2,A00953:711:H3W2YDSX7:4:1341:20735:13416,296,374,WP_003492354.1,254,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.0,3.79e-11,0,363193391,40,20,50.0,7,128,A00953:711:H3W2YDSX7:4:1373:30517:32612,126,A00953:711:H3W2YDSX7:4:1373:30517:32612,174,374,WP_003492354.1,135,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.0,3.79e-11,0,363193391,40,20,50.0,7,128,A00953:711:H3W2YDSX7:4:1373:31665:32847,126,A00953:711:H3W2YDSX7:4:1373:31665:32847,174,374,WP_003492354.1,135,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363193391,21,9,57.1,41,151,A00953:711:H3W2YDSX7:4:1434:27046:5368,103,A00953:711:H3W2YDSX7:4:1434:27046:5368,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
40.8,6.71e-11,1,363193391,33,14,54.5,5,104,A00953:711:H3W2YDSX7:4:1534:18683:9643,103,A00953:711:H3W2YDSX7:4:1534:18683:9643,77,374,WP_003492354.1,46,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
