#OTU ID	14748.MOUSE34.CAGE16.FSPFB6.S15	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE35.CAGE16.FSPFB6.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE19.CAGE2.FSPF3XTG.S15	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE32.CAGE12.FSPF3XTG.S15	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE106.CAGE70.MSPF3XTG.S7	14748.MOUSE117.CAGE62.FSPF3XTG.S7	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE90.CAGE22.FSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE104.CAGE69.MSPF3XTG.S7	14748.MOUSE78.CAGE27.FSPFB6.S12	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE137.CAGE46.MSPFB6.S12	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE130.CAGE41.MSPF3XTG.S12	14748.MOUSE143.CAGE66.FSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE129.CAGE41.MSPF3XTG.S12	14748.MOUSE109.CAGE73.MSPFB6.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
"K00763 -  pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]"	67	590	630	475	539	475	1122	82	421	505	790	1218	45	527	594	817	1028	0	1710	455	815	1313	0	52	2395	600	768	889	1988	45	430	535	1317	1170	1792	163	176	480	728	356	541	0	469	643	1750	1114	1492	0	0	711	441	713	902	370	703	503	457	827	917	1080	1104	684	895	1633	13	251	980	1223	663	402	583	753	711	1742	4737
"K00764 -  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]"	232	1461	2831	2596	2863	493	3590	279	798	1872	2895	3116	173	1411	1807	2996	3965	1	6051	2180	2516	3147	0	227	7652	1695	2921	3199	6077	182	1279	2970	3591	4482	7370	424	691	2113	2875	1780	2524	4	1245	2224	6551	3049	2898	0	0	2508	909	2961	3813	896	2672	2126	1646	1973	3079	2403	4509	2217	3533	6092	34	858	4246	4578	1328	1604	2461	3049	2411	6511	8082
K00765 -  hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	15	207	69	219	369	215	112	10	24	186	308	206	15	252	189	277	300	0	645	220	148	489	0	14	1011	113	157	397	509	27	253	462	376	383	840	46	119	247	377	355	432	0	168	83	893	448	513	0	0	294	119	294	383	57	242	330	167	52	282	274	456	240	264	530	1	100	137	305	280	220	232	60	109	396	1867
K00766 -  trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]	1	126	90	77	130	97	190	3	3	63	106	139	8	125	35	33	41	0	189	79	118	190	0	19	192	93	29	143	210	5	99	180	62	80	365	33	35	137	164	344	530	0	29	65	1125	160	283	0	0	79	52	266	324	0	45	124	88	26	81	87	82	95	176	237	0	54	229	507	382	64	98	83	40	148	2149
"K00767 -  nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"	53	465	722	560	653	145	775	40	159	287	582	492	39	349	315	532	925	0	1370	541	495	784	0	55	1433	398	581	669	1438	53	312	619	669	758	1660	66	137	404	625	428	637	1	182	361	307	765	527	0	0	509	188	658	524	190	628	570	363	396	698	523	1025	453	934	1068	7	179	559	746	82	383	485	491	463	1369	579
"K00768 -  E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"	79	245	466	338	452	104	709	81	200	426	607	904	35	312	442	820	893	1	985	318	487	784	0	27	1874	451	669	735	1432	39	285	773	420	1448	1002	79	168	323	526	447	983	0	251	674	283	713	722	0	0	784	170	950	561	240	484	322	397	404	732	475	1040	482	870	1458	1	190	411	825	126	386	579	692	802	1694	1122
K00769 -  gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
"K00772 -  mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00773 -  tgt; queuine tRNA-ribosyltransferase [EC:2.4.2.29]	78	474	918	899	920	314	1107	81	339	636	783	813	60	520	571	1016	1490	0	2352	917	817	1389	2	73	2651	450	960	1102	2115	56	490	1200	1429	1376	3074	171	243	689	1119	634	974	1	528	569	1289	1029	1610	0	0	775	286	946	1074	338	915	895	527	732	994	1126	1535	853	1296	1847	14	275	1040	1188	724	589	953	724	725	2120	4612
K00782 -  lldG; L-lactate dehydrogenase complex protein LldG	7	12	8	18	12	77	34	8	77	8	5	102	0	11	0	16	10	0	43	2	6	120	0	0	117	9	34	39	16	2	0	3	162	39	104	8	0	5	3	5	48	0	25	4	32	15	76	0	0	6	24	5	8	53	4	0	13	69	24	147	2	91	3	28	0	0	0	15	131	18	15	2	20	47	261
K00783 -  rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	34	198	297	262	253	85	393	22	119	172	295	304	12	180	170	307	340	0	635	153	208	502	0	28	772	201	256	379	693	15	139	251	532	456	664	50	58	176	221	204	282	0	117	216	692	357	513	0	0	222	98	295	324	127	250	209	145	222	329	347	443	328	395	653	3	104	214	456	228	172	265	245	250	747	1494
K00784 -  rnz; ribonuclease Z [EC:3.1.26.11]	77	459	1080	698	782	194	1078	100	320	573	1000	954	67	472	653	987	1106	0	1769	716	958	1032	0	67	2347	615	838	887	1970	49	359	811	1021	1413	2034	123	180	529	941	306	471	1	403	916	739	1092	732	0	0	867	219	844	1189	376	877	727	481	710	904	881	1401	844	1201	1854	8	256	1547	1074	507	449	698	1159	831	2171	1423
K00788 -  thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	42	263	549	519	629	88	511	43	123	324	451	491	30	259	327	506	672	0	1084	489	332	537	0	39	1257	254	434	553	1069	29	222	603	574	722	1096	67	190	301	561	500	691	0	238	384	934	511	559	0	0	460	122	535	680	115	507	565	316	304	472	328	831	364	682	884	9	164	650	620	98	299	391	451	359	986	2922
"K00789 -  metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]"	98	768	1399	1412	1281	716	1795	122	552	835	1421	1644	61	603	979	1243	1777	0	2624	1079	1446	1604	0	120	3675	787	1611	1395	2634	92	585	1467	1759	2115	3728	211	384	968	1508	741	1439	0	789	1188	2342	1479	1795	0	0	1203	449	1460	1928	489	1368	1165	728	1085	1383	1494	2081	1302	1640	2936	20	400	2875	1784	926	768	1080	1504	1168	3066	4599
K00790 -  murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	81	676	1143	903	996	368	1228	115	432	560	1008	1152	63	532	554	886	1173	0	1634	786	946	1447	0	52	2511	610	922	1288	2066	54	559	942	1335	1498	1601	172	272	623	670	669	1053	0	496	715	1485	1193	1493	0	0	929	427	1021	1265	439	622	828	585	791	1052	1082	1571	991	1310	1791	23	316	620	1241	1225	512	756	746	944	1871	4607
"K00791 -  miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]"	108	743	1142	917	1020	286	1562	119	361	820	1435	1078	86	765	881	1338	1562	0	2512	909	1037	1549	0	84	3472	944	951	1597	2960	78	583	1204	1461	1961	2831	204	309	803	1273	775	938	0	566	1067	1479	1564	1169	0	0	1175	330	1311	1571	508	1103	982	699	897	1363	1134	2000	1069	1509	2659	7	452	1236	1634	647	711	1002	1378	910	2945	3819
"K00793 -  ribE, RIB5; riboflavin synthase [EC:2.5.1.9]"	31	280	565	447	490	109	647	55	99	324	521	509	32	249	316	469	633	0	1026	452	429	496	0	44	1347	333	452	487	1172	23	194	476	526	731	1288	78	146	316	534	294	419	0	228	432	453	582	542	0	0	447	125	468	666	143	450	417	293	313	440	391	799	426	623	959	3	148	737	609	109	231	442	539	422	1072	1084
"K00794 -  ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"	46	289	493	425	422	107	583	44	134	287	448	460	25	214	312	415	638	0	906	393	445	504	0	42	1164	261	521	483	932	35	229	501	505	813	1207	58	112	349	481	273	400	0	229	427	581	593	482	0	0	385	103	471	765	142	457	359	284	326	474	379	751	334	582	1006	2	131	869	584	155	269	358	491	393	972	962
K00795 -  ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	0	24	3	4	2	58	6	0	16	4	8	6	1	12	0	0	40	0	40	1	8	27	0	0	22	4	28	26	50	4	10	8	59	12	72	21	0	4	4	0	0	0	45	0	6	20	25	0	0	9	21	8	33	0	3	0	8	8	18	4	4	33	4	69	0	2	0	8	2	4	0	0	0	16	152
K00796 -  folP; dihydropteroate synthase [EC:2.5.1.15]	57	398	877	752	693	195	1012	85	233	406	834	739	65	432	558	719	1026	0	1469	662	813	879	0	63	1804	529	910	721	1477	56	296	692	838	1091	1850	98	182	393	680	428	616	0	310	697	799	876	1029	0	0	629	174	701	999	206	751	693	402	613	704	524	1217	564	888	1401	13	176	1565	844	360	333	608	888	574	1427	1407
"K00797 -  speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"	0	1	0	4	10	58	24	0	1	4	0	118	0	2	2	0	6	0	2	4	34	2	0	2	25	0	2	4	5	0	56	15	8	6	0	1	8	1	0	19	35	0	18	11	8	0	31	0	0	3	41	10	37	3	0	7	0	19	37	6	2	1	12	2	2	2	2	5	234	2	1	8	111	2	20
"K00798 -  MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]"	76	313	887	540	443	85	851	92	208	419	806	845	51	318	558	704	967	0	1188	443	787	677	0	62	1541	566	771	591	1213	44	189	592	551	1205	1345	76	141	429	660	306	507	1	275	818	763	869	457	0	1	706	163	850	1054	251	722	487	334	532	630	609	1086	478	906	1563	12	170	1790	862	66	259	571	1181	680	1756	778
"K00799 -  GST, gst; glutathione S-transferase [EC:2.5.1.18]"	0	7	2	1	2	279	5	0	6	4	0	26	0	4	0	0	33	0	46	6	9	11	0	1	51	2	21	36	23	3	8	0	54	0	58	9	0	0	0	0	0	0	33	0	2	8	37	0	0	2	12	8	90	0	2	2	1	11	23	2	1	27	2	58	0	10	0	0	0	0	0	0	0	23	257
K00800 -  aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	85	521	1240	1144	1169	214	1467	78	306	774	1187	1250	53	592	644	1065	1573	0	2341	1020	964	1230	0	79	2979	608	1192	1424	2332	73	603	1114	1313	1779	3390	185	293	857	1180	663	990	0	580	912	2236	1195	1393	0	0	928	310	1197	1554	282	1082	1035	731	794	1236	892	1890	946	1496	2395	21	390	1515	1447	673	740	854	1010	967	2542	3933
K00801 -  FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]	0	0	0	6	8	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	32	0	32	0	0	8	0	0	190	231	0	0	10	0	0	0	0	0	22	0	94	6	0	0	4	2	0	0	0	6	0	26	0	0	0	24	28	0	0	0	18	18	0	0
"K00803 -  AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]"	0	0	0	0	0	82	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	53
K00806 -  uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	48	348	880	649	673	184	945	81	241	425	633	696	51	328	430	681	1010	0	1533	536	837	866	0	63	1926	507	825	837	1501	47	337	684	931	1158	1912	101	138	484	765	473	739	0	337	682	1445	691	898	0	0	573	213	688	1054	256	703	578	438	536	795	766	1072	638	1009	1528	12	185	1496	886	293	388	646	853	627	1725	2645
K00808 -  hss; homospermidine synthase [EC:2.5.1.44]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00809 -  DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]"	0	4	3	0	0	0	6	0	4	0	4	0	0	6	0	0	0	0	4	0	29	6	0	0	4	10	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	7	0	0	4	0	4	18	2	0	0	0	0	0	0	4	0	0	0	0	1	12
K00812 -  aspB; aspartate aminotransferase [EC:2.6.1.1]	102	799	1192	953	1079	648	1396	128	342	767	1240	952	82	576	685	1177	1496	0	2212	758	1026	1442	1	80	2893	823	1223	1158	2287	77	499	1096	1315	1820	2683	166	278	802	1076	624	953	0	541	961	1266	1245	1003	0	0	947	367	1172	1376	359	1088	885	589	765	1157	1171	1658	1014	1382	2333	10	368	1366	1197	525	669	953	1074	914	2607	2980
K00813 -  aspC; aspartate aminotransferase [EC:2.6.1.1]	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28
K00817 -  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	16	86	66	269	346	144	157	8	29	316	201	347	12	191	265	365	366	0	732	263	217	409	0	1	1237	54	132	429	640	30	225	568	530	456	1032	68	192	406	503	446	586	0	224	59	1557	350	767	0	0	371	183	337	519	75	218	273	180	103	327	299	442	284	302	589	14	139	229	397	600	257	313	117	181	461	3060
"K00819 -  rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]"	0	4	0	2	10	1	0	0	0	3	0	0	0	2	0	0	0	0	0	2	8	3	0	0	19	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	1	0	1	0	11	2	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	2	0	0
"K00820 -  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"	130	435	1329	1103	1368	563	1266	172	610	866	1145	1470	79	559	1028	1643	1510	0	2312	718	1039	1854	0	98	4355	657	1221	1888	2454	64	703	1432	1677	2574	3015	205	330	940	1337	714	856	0	761	1106	2966	1698	1708	0	0	1392	393	1442	1853	666	917	1058	911	1050	1395	1640	2089	1375	1805	3091	27	517	1420	2063	1095	795	1186	1462	1095	3237	6804
K00821 -  argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	2	38	70	149	95	144	155	4	26	53	13	470	5	12	48	44	68	1	150	44	128	58	0	5	189	10	99	179	71	5	62	106	140	107	325	25	36	104	43	467	650	0	97	43	1642	56	837	0	0	67	108	304	397	7	8	40	53	94	84	35	95	72	77	291	6	20	148	672	379	50	73	102	158	55	3050
K00822 -  E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00823 -  puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	35	0	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	17
K00824 -  dat; D-alanine transaminase [EC:2.6.1.21]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00826 -  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"	76	602	1043	932	952	485	1338	107	426	545	1020	1081	62	452	623	912	1272	0	1895	704	922	1225	0	80	2330	570	1026	1137	1933	53	434	890	1364	1626	2279	150	209	654	877	573	889	0	478	842	1780	1029	1244	0	0	732	300	1035	1283	449	819	791	532	742	1061	1142	1525	866	1306	2052	9	323	1282	1476	770	566	845	1099	939	2092	3530
K00830 -  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2
"K00831 -  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]"	71	490	913	781	860	332	990	84	316	537	721	590	63	468	510	790	1189	0	2031	657	516	1167	1	71	2295	417	579	974	1896	61	460	863	1253	968	2347	156	226	634	946	392	471	0	454	566	1336	1052	728	0	0	717	293	582	943	362	821	756	422	586	943	991	1293	655	951	1640	7	292	613	1053	543	531	630	679	484	1708	3079
K00832 -  tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	0	45	6	10	10	88	16	0	8	6	9	13	3	3	0	4	56	0	75	4	8	37	0	2	40	10	40	62	105	0	27	4	163	10	117	32	2	4	4	0	2	0	74	0	0	30	60	0	0	16	32	17	9	0	4	7	7	21	30	13	11	57	0	97	1	4	0	4	12	2	2	2	2	42	305
K00833 -  bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	77	660	1090	858	1130	204	1261	116	235	686	1281	783	77	705	858	1254	1516	0	2091	923	1036	1367	0	79	2996	744	827	1018	2399	63	501	1041	1076	1703	2568	124	305	758	1213	695	986	0	402	879	732	1529	1518	0	0	1003	210	1143	1379	381	1024	1133	613	569	1086	932	1676	810	1415	2240	3	322	1349	1224	283	632	993	1104	735	2474	2427
K00835 -  avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]	0	0	0	6	12	81	0	0	0	0	0	6	0	0	6	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	24	44	0	54	0	0	12	0	0	234	392	0	0	18	0	0	13	0	0	40	0	136	11	0	0	0	6	0	0	0	12	0	36	0	0	0	30	42	0	0	0	18	12	0	53
"K00836 -  ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]"	0	0	0	2	0	0	0	3	0	3	0	15	0	0	47	8	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	8	8	4	0	0	2	0	0	0	2	0	0	0	0	1	0	4	0	0	0	0	4	0	0
K00839 -  pucG; (S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00840 -  astC; succinylornithine aminotransferase [EC:2.6.1.81]	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
K00841 -  patA; aminotransferase [EC:2.6.1.-]	6	20	26	47	25	88	46	10	87	6	16	390	2	0	4	58	35	0	109	0	2	177	0	0	466	0	155	87	49	1	4	0	338	200	139	18	0	11	6	29	163	0	59	4	56	10	142	0	0	0	32	0	10	86	4	4	13	198	35	248	9	178	0	37	2	2	13	26	141	18	30	11	64	41	395
K00844 -  HK; hexokinase [EC:2.7.1.1]	0	5	0	4	2	2	0	0	0	0	2	3	0	4	9	9	0	0	0	2	11	3	0	0	16	2	0	0	3	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	3	0	6	3	0	2	3	0	0	0	0	7	0	15	0	2	2	0	9	6	0	0	0	0	4	0
K00845 -  glk; glucokinase [EC:2.7.1.2]	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
"K00847 -  E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"	50	150	441	222	200	146	653	66	155	244	333	584	40	132	410	412	491	0	882	174	516	377	1	40	753	236	496	251	758	35	147	234	363	709	1027	49	56	208	333	303	572	0	183	402	1127	368	391	0	0	315	155	507	394	159	328	154	150	394	415	238	595	201	382	886	3	78	752	928	236	146	325	632	459	1081	641
K00848 -  rhaB; rhamnulokinase [EC:2.7.1.5]	39	241	142	537	914	187	510	22	59	676	564	295	25	402	579	984	1429	0	2463	968	387	1064	0	33	3156	100	192	1055	1702	63	552	1282	1343	1243	3552	80	277	798	1357	527	358	0	308	150	477	922	484	0	0	924	130	434	458	197	852	774	442	214	1104	850	1219	283	401	1471	9	332	319	185	405	793	888	119	107	1330	1358
K00849 -  galK; galactokinase [EC:2.7.1.6]	92	845	933	636	743	571	1426	86	410	740	1347	1063	46	601	817	1210	1410	0	2301	713	978	1570	0	98	3020	735	994	1160	2241	66	426	971	1480	1757	2882	149	155	739	1100	579	1004	0	551	904	1130	1281	1052	0	0	967	296	1122	1103	419	982	662	536	845	1173	1161	1523	948	1171	2215	11	331	1474	1163	634	637	858	1026	864	2288	3095
"K00850 -  pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"	68	687	1134	857	912	697	1219	103	305	649	952	881	63	496	727	1042	1387	0	2031	737	990	1294	0	69	2331	596	1016	1035	1816	55	379	900	1198	1398	2638	137	233	673	1057	412	604	0	492	795	1634	1078	1068	0	0	829	226	933	1494	331	982	793	499	838	1013	978	1507	974	1085	1962	13	272	1771	1218	552	498	815	1204	722	1976	2327
"K00851 -  idnK, gntK; gluconokinase [EC:2.7.1.12]"	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14
"K00852 -  rbsK, RBKS; ribokinase [EC:2.7.1.15]"	58	181	408	255	166	445	626	81	357	149	385	800	34	115	280	368	359	0	455	49	522	647	1	23	686	340	643	457	508	12	78	143	578	701	390	71	19	166	175	126	238	0	228	640	1264	362	435	0	0	369	148	706	559	298	210	67	170	550	279	675	417	534	332	807	8	57	701	888	866	138	342	657	791	948	2672
K00853 -  araB; L-ribulokinase [EC:2.7.1.16]	0	188	40	34	53	134	80	0	9	11	340	17	8	220	11	0	18	0	0	70	198	355	0	4	42	132	73	20	100	2	4	1	23	0	11	29	30	25	25	0	17	0	46	35	0	243	499	0	0	0	38	2	43	0	55	239	0	29	19	136	56	12	2	13	0	0	2	7	89	13	35	10	14	22	160
"K00854 -  xylB, XYLB; xylulokinase [EC:2.7.1.17]"	6	3	41	58	45	116	75	5	6	10	2	254	1	6	71	23	32	0	7	36	141	9	1	4	51	2	42	6	7	1	90	30	15	51	14	9	46	5	6	42	200	0	47	32	45	4	133	0	0	12	125	51	101	15	2	9	3	28	74	17	49	9	42	11	2	22	22	38	473	16	12	29	199	0	68
"K00855 -  PRK, prkB; phosphoribulokinase [EC:2.7.1.19]"	0	0	0	0	0	78	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	25
